age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
26,1.69,3.22,7.34,2.77,1.67,62.24,High,YouTube Shorts
39,0.64,8.22,6.1,2.91,8.59,56.17,High,Instagram Reels
22,4.65,10.83,6.73,3.31,2.06,84.74,High,YouTube Shorts
27,1.3,3.01,4.75,5.13,6.79,64.05,Low,Instagram Reels
18,5.28,10.5,5.09,5.45,1.51,82.38,Medium,TikTok
28,4.04,9.99,5.43,8.84,2.41,47.58,High,Instagram Reels
28,1.76,7.04,5.92,9.03,5.61,73.21,Low,YouTube Shorts
27,1.37,5.09,8.58,6.28,1.41,62.77,Low,TikTok
41,3.95,6.05,5.84,3.53,2.76,99.84,Low,TikTok
20,5.45,11.69,6.62,8.37,2.23,75.48,Medium,YouTube Shorts
31,4.45,4.02,4.81,8.14,1.37,80.93,Low,YouTube Shorts
18,2.42,7.8,7.68,8.18,9.74,47.86,High,YouTube Shorts
22,3.73,2.83,6.8,1.15,5.05,99.52,High,YouTube Shorts
31,2.21,4.18,6.2,7.78,8.73,43.08,High,YouTube Shorts
17,6.0,9.63,8.74,8.67,4.22,44.25,High,TikTok
31,4.62,5.03,8.45,6.45,1.38,44.54,Low,TikTok
23,3.88,11.86,7.3,7.76,7.26,92.24,Medium,Instagram Reels
16,2.83,7.01,8.61,7.99,1.35,83.72,High,Instagram Reels
39,3.9,7.17,6.82,5.56,5.98,98.38,Medium,YouTube Shorts
27,2.38,2.36,8.13,8.32,2.25,43.99,High,Instagram Reels
34,0.66,11.57,6.05,8.13,7.04,81.5,Medium,Instagram Reels
16,2.67,3.74,4.43,9.24,9.03,72.0,High,YouTube Shorts
34,5.62,7.38,8.97,9.29,9.6,78.35,High,Instagram Reels
42,3.94,5.96,4.83,5.77,5.75,70.77,High,TikTok
25,0.96,6.16,5.26,1.28,5.79,80.52,Low,TikTok
41,5.37,8.43,4.82,1.17,1.34,94.42,Medium,TikTok
40,1.98,8.62,5.69,9.45,7.93,75.25,High,YouTube Shorts
36,1.84,3.54,5.45,4.04,9.61,93.78,High,TikTok
29,2.13,7.0,7.01,4.4,4.94,86.93,Medium,TikTok
25,3.67,9.9,8.98,5.23,8.14,91.9,Low,Instagram Reels
37,3.5,6.43,4.26,3.39,8.18,79.56,Low,Instagram Reels
17,3.2,3.66,7.89,6.31,8.07,71.12,Low,TikTok
17,4.45,5.13,4.64,8.06,7.83,44.17,Medium,YouTube Shorts
42,2.24,4.12,4.1,3.32,2.94,90.09,Low,Instagram Reels
40,4.8,3.26,7.19,7.69,7.76,54.52,High,YouTube Shorts
26,1.46,5.78,8.37,7.05,2.3,42.2,Medium,Instagram Reels
38,4.8,7.41,4.88,5.73,7.41,71.14,Medium,Instagram Reels
19,4.15,2.73,5.71,3.93,1.03,77.95,High,YouTube Shorts
34,4.26,8.04,4.84,8.85,9.27,79.71,Medium,Instagram Reels
21,3.15,11.93,8.53,4.63,8.45,80.18,Medium,TikTok
21,4.17,11.64,5.35,4.37,7.15,79.22,Medium,TikTok
27,0.94,10.29,6.22,6.77,1.85,88.49,Medium,TikTok
23,5.18,4.66,8.47,9.28,8.42,86.16,High,TikTok
39,0.81,2.22,6.76,5.57,8.88,88.77,High,TikTok
35,1.32,10.34,8.66,7.5,7.19,67.62,High,YouTube Shorts
27,3.67,2.56,8.63,5.11,9.78,43.77,Medium,TikTok
26,4.57,4.06,6.31,2.97,1.84,78.37,High,Instagram Reels
27,0.92,7.44,6.91,2.12,7.38,52.61,Low,TikTok
38,5.56,3.78,5.15,2.23,5.72,91.57,High,YouTube Shorts
24,5.85,10.34,8.95,1.19,2.31,83.3,Low,Instagram Reels
15,3.83,9.77,5.39,5.98,6.93,85.95,High,Instagram Reels
39,3.15,9.56,7.92,2.18,8.2,57.19,Medium,YouTube Shorts
22,4.58,10.16,5.56,8.79,2.48,77.98,Medium,Instagram Reels
36,2.31,4.2,5.57,9.85,8.14,71.69,High,YouTube Shorts
30,3.21,9.29,4.52,5.46,1.84,56.11,High,YouTube Shorts
27,5.54,5.55,6.8,5.05,6.32,88.73,Medium,Instagram Reels
17,5.76,8.67,5.22,4.13,8.19,73.0,Low,YouTube Shorts
17,5.6,3.22,4.74,6.74,2.31,51.45,High,YouTube Shorts
38,1.94,9.06,5.13,6.47,6.14,58.31,High,TikTok
19,1.78,11.72,5.26,4.09,4.82,53.63,High,Instagram Reels
40,2.14,2.44,6.52,4.09,6.47,58.74,Low,TikTok
25,2.93,2.94,5.93,6.8,4.82,51.29,Medium,YouTube Shorts
44,2.23,3.24,4.38,5.99,3.26,62.27,High,Instagram Reels
21,2.56,6.31,6.68,7.47,3.28,81.64,Low,Instagram Reels
35,3.91,4.91,7.94,9.47,8.78,97.56,Medium,Instagram Reels
38,4.69,10.07,6.87,8.02,2.41,52.63,Low,Instagram Reels
24,4.55,6.74,8.87,3.74,2.11,57.99,Low,Instagram Reels
24,4.98,6.85,4.5,7.83,1.87,40.13,High,TikTok
34,0.68,9.17,8.11,5.05,1.67,53.52,Medium,TikTok
16,0.76,5.62,6.53,8.0,1.13,65.11,Medium,TikTok
17,4.84,5.53,6.61,8.98,2.44,67.7,Low,YouTube Shorts
22,3.43,9.57,6.6,3.25,2.73,55.98,High,Instagram Reels
25,3.68,9.8,5.63,3.15,3.43,49.02,Low,Instagram Reels
27,0.79,2.14,5.62,4.89,2.12,73.78,High,TikTok
21,1.9,3.44,7.16,1.46,1.85,64.55,High,YouTube Shorts
27,4.01,4.13,4.22,7.17,5.87,65.58,High,TikTok
16,5.23,5.52,6.94,7.75,7.47,93.7,Low,Instagram Reels
20,5.54,4.91,7.62,4.11,6.67,73.69,Low,YouTube Shorts
23,3.25,8.69,5.78,5.19,6.01,63.3,High,TikTok
34,3.5,10.28,5.09,6.31,4.97,55.23,Medium,TikTok
39,5.08,3.92,5.07,1.66,6.71,65.72,High,YouTube Shorts
16,3.46,7.63,4.41,7.4,9.12,91.71,Low,YouTube Shorts
32,3.34,5.68,4.45,5.74,6.65,97.91,Low,YouTube Shorts
30,5.48,7.06,4.83,6.62,1.55,62.63,Medium,Instagram Reels
39,4.84,8.21,4.1,7.51,6.13,52.54,Medium,TikTok
26,5.5,10.94,5.33,7.08,5.72,94.87,Low,YouTube Shorts
21,1.7,3.92,5.53,1.86,5.07,48.67,Low,Instagram Reels
21,3.38,2.87,8.98,8.04,6.12,57.84,Medium,YouTube Shorts
31,5.13,8.27,8.96,6.49,7.05,52.25,Low,Instagram Reels
27,1.11,5.94,4.94,7.43,1.34,73.95,High,Instagram Reels
25,4.87,3.63,5.07,3.35,5.32,64.52,Medium,YouTube Shorts
20,1.51,3.17,6.46,2.99,8.36,57.23,Low,YouTube Shorts
43,4.94,7.59,4.74,8.43,5.78,86.08,Medium,Instagram Reels
37,3.87,5.0,6.52,4.51,1.61,79.85,Low,Instagram Reels
41,1.56,11.97,6.0,6.18,7.98,99.73,Low,YouTube Shorts
28,3.1,6.06,5.62,5.96,9.47,58.72,Medium,Instagram Reels
20,4.25,4.12,8.11,6.27,8.67,90.72,Low,TikTok
20,3.99,8.29,8.14,1.63,4.26,58.15,High,Instagram Reels
16,2.85,4.44,8.94,3.72,5.81,40.54,High,TikTok
36,5.45,6.94,5.12,1.6,6.32,49.05,High,Instagram Reels
34,3.36,6.83,8.44,5.32,7.44,70.51,Low,TikTok
39,3.28,6.54,6.69,9.12,6.99,88.6,High,TikTok
29,0.84,9.96,6.96,4.5,2.79,43.44,High,Instagram Reels
42,5.57,4.17,8.48,8.04,8.59,89.92,High,TikTok
31,1.47,11.04,8.71,3.59,8.64,82.96,Medium,Instagram Reels
43,3.41,9.91,7.63,8.71,4.64,42.07,Medium,YouTube Shorts
22,4.92,5.33,5.74,4.78,2.18,46.38,High,Instagram Reels
19,1.68,3.81,6.45,4.2,6.48,44.54,Low,Instagram Reels
31,3.4,4.8,7.08,7.28,4.22,80.74,High,YouTube Shorts
34,1.82,5.33,8.14,5.61,7.67,73.66,Medium,TikTok
15,4.68,7.57,7.29,4.04,3.84,61.53,Low,Instagram Reels
36,3.6,2.46,5.83,1.52,3.37,45.3,High,Instagram Reels
32,5.21,11.14,6.09,2.5,8.81,63.58,High,TikTok
29,5.42,2.99,4.25,7.95,6.54,80.93,Low,YouTube Shorts
19,4.07,4.79,8.62,9.29,1.77,45.6,Medium,TikTok
21,4.49,3.09,4.44,2.52,7.2,91.4,Medium,YouTube Shorts
32,3.52,4.57,6.9,6.12,7.77,43.77,High,TikTok
20,2.61,10.38,8.36,1.31,3.12,76.49,Medium,TikTok
36,4.06,8.15,6.1,3.62,9.71,51.35,High,YouTube Shorts
35,5.5,4.27,8.0,5.04,4.36,45.5,High,YouTube Shorts
19,2.79,10.72,8.02,7.62,9.47,61.3,High,TikTok
44,2.23,10.01,4.3,1.4,3.64,80.02,High,TikTok
33,2.64,9.54,6.06,8.03,6.48,47.26,Low,YouTube Shorts
24,2.89,10.48,7.46,2.82,5.66,68.54,High,Instagram Reels
29,0.9,8.2,6.11,7.84,9.93,64.37,Low,TikTok
24,3.24,7.01,6.73,6.63,4.68,65.65,High,TikTok
41,3.22,5.74,6.97,4.06,2.61,96.61,Low,Instagram Reels
30,3.74,4.24,4.76,7.51,8.5,60.94,Low,YouTube Shorts
26,2.5,7.57,6.06,3.13,1.38,99.5,High,TikTok
32,3.87,10.89,4.14,2.98,8.96,72.3,Low,YouTube Shorts
37,5.33,7.94,4.75,1.56,2.0,90.55,Low,Instagram Reels
15,5.76,11.2,6.56,4.54,6.15,60.93,Medium,YouTube Shorts
30,3.71,5.57,6.87,1.88,7.42,45.09,High,YouTube Shorts
36,0.73,8.95,4.73,4.78,4.03,45.06,Medium,Instagram Reels
20,5.83,8.49,7.78,1.09,8.6,74.45,High,TikTok
17,4.38,8.7,5.86,2.4,6.34,95.79,Low,YouTube Shorts
16,2.35,8.45,8.6,9.39,4.56,44.27,High,TikTok
42,1.31,4.22,5.94,8.16,3.93,81.35,Low,Instagram Reels
16,1.29,3.44,4.75,3.13,2.01,73.8,High,Instagram Reels
44,1.42,11.79,7.79,7.46,6.76,79.14,Medium,TikTok
27,0.75,2.45,6.84,7.02,4.28,52.93,Medium,Instagram Reels
23,5.46,6.68,5.93,2.59,3.89,44.23,High,TikTok
30,3.47,6.25,5.78,4.34,9.55,44.48,High,YouTube Shorts
41,4.35,5.6,4.75,9.22,3.46,54.8,Low,Instagram Reels
19,5.05,9.82,5.7,7.65,8.89,52.82,Medium,TikTok
37,4.85,9.45,4.15,7.84,9.77,47.58,Medium,Instagram Reels
42,5.35,11.05,6.51,6.07,8.4,55.88,Low,Instagram Reels
35,5.82,5.95,8.48,6.99,1.18,72.04,Medium,TikTok
21,2.91,7.64,7.98,5.58,8.82,96.97,Low,TikTok
27,5.73,10.92,4.14,7.67,2.92,95.34,Medium,TikTok
34,4.48,11.94,8.41,7.59,4.18,56.3,Low,TikTok
38,0.89,11.69,6.26,1.28,9.92,43.97,Medium,Instagram Reels
43,4.25,9.18,4.95,6.69,4.64,99.74,High,TikTok
41,4.28,3.43,7.76,6.67,6.89,68.58,High,TikTok
44,5.48,2.23,5.61,1.61,3.8,98.7,High,TikTok
40,2.55,10.25,5.27,4.69,4.32,72.26,High,YouTube Shorts
27,3.72,10.41,4.81,9.09,6.38,93.18,High,Instagram Reels
41,0.57,9.46,6.43,9.58,9.53,66.83,Medium,YouTube Shorts
40,2.33,4.8,4.47,8.04,3.54,77.32,High,TikTok
21,0.84,8.4,7.93,2.36,3.23,72.14,Medium,Instagram Reels
24,3.37,5.16,6.35,4.37,1.24,53.19,Medium,TikTok
29,5.0,6.51,6.23,2.64,2.82,85.83,High,YouTube Shorts
35,1.64,5.82,4.01,6.87,3.36,43.29,High,Instagram Reels
41,3.4,11.14,8.09,7.96,1.57,61.74,Low,TikTok
20,1.62,4.34,6.46,8.95,6.07,92.19,Low,Instagram Reels
19,1.16,7.78,6.2,8.75,2.14,70.16,High,YouTube Shorts
37,3.31,5.61,7.81,1.89,5.6,44.66,Low,Instagram Reels
42,0.94,8.63,4.31,2.13,2.7,52.45,Medium,YouTube Shorts
16,3.73,7.65,5.83,9.19,9.42,46.58,High,YouTube Shorts
35,0.67,11.24,6.88,8.59,3.76,56.66,High,YouTube Shorts
29,1.09,3.02,6.3,5.14,1.84,49.92,Low,Instagram Reels
40,3.52,4.21,4.91,4.87,8.53,82.72,Medium,Instagram Reels
30,3.75,9.66,5.5,5.98,4.62,79.57,Medium,Instagram Reels
33,0.66,5.69,5.5,6.37,8.38,48.1,Medium,Instagram Reels
23,3.65,3.66,8.96,3.29,3.81,66.7,Low,TikTok
43,5.11,7.03,5.63,4.63,5.5,57.75,Medium,TikTok
36,4.47,8.52,5.03,6.58,5.01,60.23,Medium,TikTok
43,1.22,2.45,8.11,2.86,6.02,74.56,Medium,Instagram Reels
40,3.76,4.92,6.11,9.99,4.61,93.92,Medium,YouTube Shorts
33,4.2,10.09,6.22,3.55,5.47,93.84,High,YouTube Shorts
21,0.7,7.2,6.74,5.97,7.11,64.78,Low,TikTok
18,5.2,2.35,6.98,5.99,4.73,63.59,Medium,TikTok
44,5.48,4.82,6.95,5.06,7.16,71.08,High,Instagram Reels
17,5.18,8.39,4.17,3.17,7.43,68.45,High,Instagram Reels
38,5.04,3.99,8.09,6.09,7.74,43.71,High,TikTok
43,4.6,10.27,4.97,1.82,5.24,74.72,Medium,Instagram Reels
34,3.98,8.77,5.46,4.48,1.03,75.08,Medium,TikTok
25,4.23,6.71,4.87,3.02,7.78,67.02,High,TikTok
15,4.94,11.16,7.84,2.12,9.18,64.84,High,Instagram Reels
20,4.14,5.92,6.92,9.33,6.87,96.34,High,Instagram Reels
40,2.3,4.35,7.78,7.3,5.72,76.05,High,TikTok
25,2.57,8.61,7.27,2.52,6.04,88.98,Medium,TikTok
41,5.43,7.73,4.52,9.54,6.77,97.23,High,YouTube Shorts
15,0.59,5.35,5.51,2.94,9.99,88.61,High,TikTok
35,4.34,5.44,6.54,3.12,1.56,96.58,Medium,Instagram Reels
21,5.75,5.98,5.52,2.2,1.19,85.56,Low,Instagram Reels
20,4.38,4.91,5.04,7.55,9.68,50.21,Low,Instagram Reels
28,5.97,9.1,8.35,6.14,4.96,53.62,Medium,YouTube Shorts
16,4.28,8.51,7.74,1.52,6.51,51.63,High,YouTube Shorts
41,0.69,6.41,5.73,1.23,7.78,59.33,Medium,Instagram Reels
18,5.05,5.98,7.83,5.79,7.68,61.3,Medium,TikTok
25,2.07,5.65,7.14,6.86,6.82,88.67,Medium,TikTok
29,2.95,4.83,4.02,8.41,5.25,61.65,High,TikTok
32,2.22,2.86,5.9,5.3,6.18,83.63,Medium,TikTok
41,1.98,4.68,5.45,7.09,7.57,94.23,Medium,Instagram Reels
15,2.87,5.21,5.09,7.6,8.66,46.87,High,YouTube Shorts
17,2.58,7.48,5.26,6.52,2.15,40.02,High,TikTok
17,3.98,9.74,8.71,4.17,3.5,93.32,Low,Instagram Reels
42,4.97,5.96,6.43,2.19,4.58,54.3,Low,Instagram Reels
21,2.13,11.45,8.24,6.83,6.99,49.21,High,TikTok
15,1.68,10.27,5.07,7.92,4.56,57.71,Medium,TikTok
39,4.17,11.85,4.87,2.71,3.15,51.16,Low,TikTok
25,4.19,10.76,8.44,5.45,1.3,87.62,High,YouTube Shorts
20,5.46,8.17,6.48,4.58,8.58,78.07,Low,TikTok
34,0.59,7.98,8.48,2.85,4.77,50.04,Low,TikTok
17,5.19,3.3,4.32,3.21,3.96,75.01,High,Instagram Reels
33,3.37,9.22,8.58,3.14,5.78,52.49,Medium,YouTube Shorts
16,3.92,8.0,6.08,4.77,2.11,51.85,Low,Instagram Reels
32,1.0,7.07,4.78,4.51,4.58,75.73,Low,Instagram Reels
44,2.88,8.93,7.42,5.99,7.77,79.88,High,Instagram Reels
26,1.75,6.44,7.98,1.84,7.63,60.77,High,TikTok
43,1.9,7.24,4.24,6.23,7.95,85.8,Medium,TikTok
24,3.27,5.98,8.94,1.2,5.21,90.23,Low,TikTok
19,4.97,9.17,7.49,3.32,4.32,94.98,Medium,TikTok
23,4.59,10.77,5.61,5.52,8.48,77.56,High,TikTok
16,3.75,10.41,4.76,7.18,2.56,53.2,High,Instagram Reels
16,3.47,9.86,5.96,7.94,7.53,84.91,Medium,YouTube Shorts
42,2.85,2.14,5.1,1.32,8.99,46.47,High,YouTube Shorts
20,5.85,11.12,6.47,5.84,3.58,50.87,High,YouTube Shorts
43,3.58,4.75,7.91,4.19,2.78,89.97,Low,TikTok
24,1.9,10.88,7.3,7.25,5.61,94.65,Low,Instagram Reels
32,1.77,3.97,6.18,3.55,2.95,44.0,High,YouTube Shorts
26,3.86,6.4,4.59,7.69,8.84,58.73,Low,YouTube Shorts
18,3.38,9.49,8.79,6.42,3.2,77.75,Medium,YouTube Shorts
36,0.54,8.4,5.35,8.11,3.83,96.32,Medium,TikTok
35,5.07,6.16,5.39,9.86,9.0,74.24,Medium,TikTok
31,4.37,8.79,7.23,9.18,2.85,89.26,High,YouTube Shorts
29,4.14,7.49,7.85,6.34,8.96,95.37,Low,TikTok
20,0.88,4.76,8.92,9.04,2.89,71.14,Low,TikTok
30,2.49,8.46,8.85,2.38,9.21,84.43,Medium,YouTube Shorts
31,5.64,4.04,8.57,1.39,3.86,79.74,Low,TikTok
17,5.24,8.94,6.18,5.8,3.22,80.28,Low,Instagram Reels
24,2.07,2.03,4.83,9.77,5.29,71.02,Medium,Instagram Reels
19,1.36,7.49,6.92,7.39,4.32,77.39,Low,YouTube Shorts
28,2.97,6.01,4.09,3.75,2.82,73.26,Medium,TikTok
40,2.46,5.03,4.98,7.02,4.05,78.26,Medium,YouTube Shorts
43,4.25,7.16,4.01,1.36,7.42,70.31,High,TikTok
35,5.82,8.45,4.9,5.24,8.49,53.35,Medium,Instagram Reels
27,2.5,11.65,6.37,3.14,8.39,81.62,Low,TikTok
40,0.84,10.33,5.97,1.44,7.81,63.04,Low,Instagram Reels
20,5.44,9.17,5.85,3.25,1.05,47.66,Medium,TikTok
26,0.71,6.79,8.15,7.5,4.84,91.08,High,Instagram Reels
40,5.74,5.92,7.37,5.96,2.52,50.88,Medium,YouTube Shorts
22,4.16,2.33,8.68,1.21,1.66,72.44,Medium,TikTok
19,5.68,5.59,6.23,4.69,7.62,83.27,High,YouTube Shorts
44,1.6,10.48,5.36,7.77,8.14,78.86,High,TikTok
29,0.72,5.84,4.61,9.59,8.33,49.65,Medium,YouTube Shorts
41,3.19,6.62,7.36,8.87,9.01,51.65,High,Instagram Reels
30,2.98,4.72,8.21,1.01,6.31,48.93,Low,YouTube Shorts
15,2.32,4.74,4.92,2.97,9.98,44.35,Medium,Instagram Reels
30,5.77,2.62,8.39,2.87,5.35,57.0,Low,YouTube Shorts
19,5.02,8.14,6.63,4.72,8.95,71.45,High,YouTube Shorts
17,4.14,6.48,4.72,6.81,2.02,50.38,Low,Instagram Reels
34,1.4,8.06,7.21,2.38,2.34,98.25,High,Instagram Reels
29,4.54,7.47,6.6,9.24,6.31,81.93,Medium,TikTok
27,4.5,9.99,4.14,7.99,2.12,75.01,High,TikTok
38,2.84,9.51,6.0,4.77,1.68,80.89,Medium,TikTok
30,5.59,9.71,7.92,6.26,2.76,66.16,High,YouTube Shorts
37,1.42,6.99,6.78,5.88,8.09,68.19,High,TikTok
25,1.97,5.54,5.41,6.24,9.35,93.32,Low,Instagram Reels
35,0.85,11.33,8.64,8.74,4.0,83.32,Low,TikTok
16,4.87,2.54,5.19,2.8,9.77,75.29,Medium,TikTok
36,3.92,3.53,5.26,7.15,8.29,97.01,Medium,Instagram Reels
41,2.23,6.2,5.77,1.96,3.03,79.76,Low,Instagram Reels
20,1.4,8.14,8.47,5.13,6.28,63.92,Medium,TikTok
40,0.72,2.08,6.54,6.72,9.84,42.85,Medium,Instagram Reels
40,1.42,9.19,7.41,1.11,8.64,63.44,Low,Instagram Reels
44,2.99,7.59,8.88,1.97,4.27,95.49,High,TikTok
41,1.86,6.85,7.92,1.82,3.76,42.68,Medium,TikTok
20,1.92,6.23,4.86,4.37,8.37,51.07,Medium,YouTube Shorts
28,5.32,7.19,7.94,6.6,5.94,88.52,High,YouTube Shorts
39,3.33,3.62,7.74,9.96,2.47,61.9,Medium,Instagram Reels
25,4.51,3.09,5.16,3.29,3.95,51.15,Low,YouTube Shorts
22,0.7,4.9,5.63,2.22,6.96,88.94,Low,Instagram Reels
22,2.51,9.1,7.55,4.73,2.38,73.51,Medium,Instagram Reels
15,3.14,7.88,5.19,2.31,7.29,72.91,Medium,TikTok
35,1.53,6.8,5.04,1.22,7.39,57.63,Low,YouTube Shorts
21,1.16,7.72,7.52,6.08,3.44,80.51,High,Instagram Reels
20,5.29,7.59,8.4,8.92,4.58,91.71,Low,YouTube Shorts
35,5.67,5.07,4.38,8.75,9.42,85.01,High,YouTube Shorts
22,0.93,2.97,6.23,1.91,7.74,76.75,High,Instagram Reels
33,2.42,10.97,7.04,2.33,8.09,61.03,High,YouTube Shorts
36,5.77,8.0,7.38,5.42,5.65,91.29,High,TikTok
35,0.96,8.98,8.98,4.31,2.92,73.97,High,YouTube Shorts
38,4.04,6.64,7.41,7.33,6.32,93.38,High,TikTok
34,5.85,9.56,7.1,5.45,7.95,55.25,Medium,Instagram Reels
22,5.88,7.84,8.95,1.18,1.03,79.26,Low,YouTube Shorts
40,3.09,2.54,4.3,3.56,2.02,96.11,Low,Instagram Reels
28,1.4,10.9,4.37,9.11,5.27,62.45,Medium,Instagram Reels
32,1.61,5.06,6.8,5.6,4.93,97.08,Medium,Instagram Reels
39,5.39,3.38,5.79,8.18,9.84,63.55,High,Instagram Reels
43,5.51,2.88,4.48,4.62,1.83,66.26,Low,TikTok
30,3.84,9.2,5.53,7.09,3.91,88.39,High,YouTube Shorts
23,4.71,9.04,7.37,2.52,8.34,55.65,Medium,Instagram Reels
29,4.57,9.0,8.4,7.63,6.51,82.35,High,TikTok
44,4.14,11.16,4.47,8.08,6.05,57.9,High,YouTube Shorts
40,5.05,5.49,6.7,1.81,7.67,75.63,Low,YouTube Shorts
24,4.27,7.61,5.48,2.65,1.36,86.56,Low,Instagram Reels
43,3.44,8.19,7.34,5.17,9.53,41.57,Low,YouTube Shorts
36,1.8,11.79,6.75,6.74,2.72,45.31,High,Instagram Reels
30,4.59,5.12,8.63,6.74,1.74,96.06,High,TikTok
18,3.1,11.56,4.19,7.01,4.05,88.95,Medium,YouTube Shorts
34,2.12,3.49,6.35,7.43,7.32,92.62,Medium,Instagram Reels
27,4.91,9.64,4.96,5.55,3.08,66.34,Medium,TikTok
36,4.33,8.33,6.68,6.17,1.45,82.98,Medium,Instagram Reels
19,5.66,10.17,8.27,1.08,1.52,99.9,Medium,YouTube Shorts
36,1.41,2.29,8.56,2.5,3.31,65.95,Medium,TikTok
21,4.07,2.78,5.99,5.49,2.22,90.81,Medium,Instagram Reels
37,1.84,2.7,8.06,7.71,4.35,44.76,Low,TikTok
23,5.47,7.93,5.4,8.28,2.56,72.63,Medium,TikTok
22,1.05,8.03,4.03,7.56,4.1,59.99,High,TikTok
43,4.11,11.06,8.28,5.38,5.0,71.39,High,YouTube Shorts
30,4.85,6.68,4.6,3.53,7.68,46.84,High,YouTube Shorts
20,2.45,2.68,4.09,5.0,3.05,62.06,Low,YouTube Shorts
42,5.75,4.1,5.77,1.08,5.28,44.59,High,YouTube Shorts
30,5.18,2.08,5.9,6.38,8.34,67.19,High,YouTube Shorts
20,2.12,9.77,4.39,1.67,9.88,66.51,Low,TikTok
28,0.54,10.16,8.07,2.31,6.02,59.78,High,TikTok
35,2.13,11.98,6.03,6.63,4.89,96.9,Low,YouTube Shorts
15,2.05,6.12,6.45,1.12,6.68,44.98,High,Instagram Reels
39,5.39,2.19,5.32,6.16,5.38,89.49,High,Instagram Reels
23,5.82,4.35,6.56,6.75,2.48,61.3,Medium,YouTube Shorts
39,0.89,7.88,7.83,8.09,5.14,51.96,High,YouTube Shorts
41,3.09,11.62,8.53,1.61,9.81,56.35,Medium,TikTok
38,3.52,3.04,8.85,1.03,6.76,94.11,Medium,TikTok
27,1.01,3.22,6.13,7.9,3.55,89.49,High,YouTube Shorts
40,2.58,9.02,8.95,3.61,9.52,40.95,High,YouTube Shorts
43,2.24,8.67,5.47,8.98,4.5,48.84,Low,Instagram Reels
33,3.45,4.51,4.03,2.66,4.51,80.5,Medium,Instagram Reels
31,4.14,10.13,7.84,6.27,6.55,59.04,High,TikTok
25,4.37,3.29,4.89,1.98,6.12,95.15,Medium,Instagram Reels
42,1.25,11.26,4.26,4.62,3.61,87.19,Medium,TikTok
42,4.97,4.01,8.62,8.94,5.2,92.5,High,Instagram Reels
22,4.23,2.81,7.96,6.48,3.99,51.57,High,YouTube Shorts
37,5.39,5.4,4.51,7.21,7.64,49.04,Medium,Instagram Reels
43,2.97,3.88,7.88,3.03,2.1,95.92,High,TikTok
19,5.42,7.27,8.22,9.3,7.75,64.25,Medium,Instagram Reels
24,5.26,8.87,8.53,6.61,2.45,64.94,Low,TikTok
21,2.91,6.91,6.72,1.95,3.75,81.07,Low,TikTok
24,2.6,8.61,7.52,1.14,4.0,63.85,High,TikTok
18,5.63,5.65,7.81,1.14,9.91,92.51,Medium,TikTok
23,4.43,2.28,7.44,1.46,6.31,97.54,Low,YouTube Shorts
41,5.61,11.74,7.23,9.2,8.0,59.95,Medium,Instagram Reels
40,4.88,10.19,6.74,4.23,6.0,52.48,High,Instagram Reels
28,3.85,2.73,6.4,3.68,9.85,44.52,Low,Instagram Reels
16,1.14,6.49,8.98,4.75,2.6,52.86,Low,YouTube Shorts
39,2.1,8.35,5.69,4.69,6.44,48.37,Medium,Instagram Reels
23,5.83,3.91,4.44,3.15,8.18,41.75,Low,YouTube Shorts
35,2.26,7.78,7.83,1.83,6.66,42.8,Medium,TikTok
41,1.01,7.34,5.07,1.98,9.07,70.56,Medium,TikTok
15,4.39,4.08,6.66,6.39,6.41,82.47,High,YouTube Shorts
37,4.54,3.41,4.48,4.57,8.44,99.0,High,YouTube Shorts
24,2.07,9.59,7.1,9.12,2.58,49.34,Low,YouTube Shorts
24,2.14,5.23,8.72,5.17,3.36,81.89,High,YouTube Shorts
34,3.08,4.44,7.61,5.53,5.0,73.24,Low,Instagram Reels
39,0.62,9.38,5.07,9.35,8.66,68.69,High,Instagram Reels
36,4.84,9.36,8.86,5.51,4.84,83.31,High,TikTok
43,2.24,4.76,5.54,5.52,6.65,54.32,Low,TikTok
17,5.2,10.73,6.18,4.27,4.56,58.68,High,YouTube Shorts
20,4.91,8.88,6.49,7.39,8.25,63.08,Medium,Instagram Reels
43,4.14,5.46,8.95,4.53,2.8,50.94,High,YouTube Shorts
40,2.29,6.27,4.34,6.29,6.34,68.72,Medium,YouTube Shorts
20,3.34,9.27,7.48,5.03,6.2,47.91,Low,TikTok
35,2.95,4.12,5.81,5.76,4.63,59.09,Low,Instagram Reels
16,2.36,6.69,4.39,8.44,7.35,46.79,High,TikTok
40,5.16,8.54,8.68,4.72,1.26,42.15,High,YouTube Shorts
40,3.16,7.39,6.95,3.07,8.57,61.31,High,TikTok
32,5.08,8.08,7.77,6.13,4.13,77.05,High,TikTok
37,1.08,7.46,5.2,9.44,8.14,49.11,Medium,TikTok
16,1.28,3.99,7.81,7.24,3.75,99.61,High,Instagram Reels
26,5.88,6.1,8.14,3.78,2.69,56.46,Low,TikTok
36,3.73,7.32,6.15,9.67,4.51,41.36,High,YouTube Shorts
19,3.3,9.8,6.86,4.08,8.18,41.68,High,Instagram Reels
34,3.38,8.54,8.86,9.85,7.33,79.99,Medium,YouTube Shorts
21,1.68,6.27,8.23,2.73,4.61,80.19,High,Instagram Reels
