Name,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,
Bratz Kidz,2008,Misc,0.04,,,E,
Harukanaru Toki no Naka de: Maihitoyo,2006,Adventure,0.04,,,,
Painkiller: Hell Wars,2006,Shooter,0.04,68,7.4,M,
Housekeeping,N/A,Action,0.04,,,,
My Hero Academia: Battle for All,2016,Action,0.04,,,,
FunkMaster Flex's Digital Hitz Factory,2003,Misc,0.04,71,8.9,E,
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007,Racing,0.04,,,,
Greg Hastings Paintball 2,2010,Shooter,0.04,46,,E10+,
Sangoku Koi Senki: Otome no Heihou!,2012,Adventure,0.04,,,,
Castlevania Bloodlines,1994,Platform,0.04,,,,
Hakuouki: Zuisouroku DS,2011,Adventure,0.04,,,,
Detective Conan: Prelude from the Past,2012,Action,0.04,,,,
100 Classic Games,2011,Misc,0.04,,,,
Luminous Arc 3,2009,Role-Playing,0.04,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,2013,Action,0.04,,,,
World in Conflict,2007,Strategy,0.04,89,8.1,T,
XBLAZE Code: Embryo,2013,Adventure,0.04,,7.1,M,
The Legend of Heroes: Trails in the Sky SC Evolution,2015,Role-Playing,0.03,,,,
Major League Baseball 2K8,N/A,Sports,0.03,63,,E,
FabStyle,2011,Strategy,0.03,,,,
Rebel Raiders: Operation Nighthawk,2006,Simulation,0.03,53,,E10+,
Astrology DS,2009,Misc,0.03,,,,
Zenkoku Dekotora Matsuri,2008,Racing,0.03,,,,
Cooking Mama: My Sweets Shop,2014,Simulation,0.03,,,,
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,2016,Action,0.03,,,,
Alienators: Evolution Continues,2001,Action,0.03,54,,E,
Onechanbara Z Kagura,2013,Action,0.03,,,,
Dead or Alive Xtreme 3: Venus,2016,Sports,0.03,,,,
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010,Misc,0.03,,,,
Pro Cycling Manager 2016,2016,Sports,0.03,64,4.8,,
Pirates: Duels on the High Seas,2008,Action,0.03,50,,E,
MX World Tour Featuring Jamie Little,2005,Racing,0.03,51,,E,
PriPara Mezameyo! Megami no Dress Design,2016,Action,0.03,,,,
Tomb Raider: Anniversary,2007,Action,0.03,83,8.1,T,
Sengoku Basara: Sanada Yukimura-Den,2016,Action,0.03,,,,
Marines: Modern Urban Combat,2010,Shooter,0.03,,,T,
Infamous: First Light,2014,Action,0.03,73,7.5,T,
The Idolmaster: Gravure For You! Vol. 4,2012,Misc,0.03,,,,
Puyo Pop Fever(us sales),2004,Puzzle,0.03,,,,
Tour de France 2014,2014,Sports,0.03,53,5.1,E,
RedCard 20-03,2002,Sports,0.03,67,9,E,
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,2009,Role-Playing,0.03,,,,
Deal or No Deal: Special Edition,2010,Misc,0.03,,,E,
Puyo Puyo 7,2009,Puzzle,0.03,,,,
Asterix & Obelix: Kick Buttix,2004,Action,0.03,,,,
Radiant Silvergun,1998,Shooter,0.03,,,,
The Night of the Rabbit,2013,Adventure,0.03,75,7.5,,
Bounty Hounds,2006,Action,0.03,63,6,T,
Care Bears - Care Quest,2005,Action,0.03,,,,
Burnout Paradise: The Ultimate Box,2009,Racing,0.03,,,,
Even in a Game Listen to Me Girls. I Am Your Father!,2012,Action,0.03,,,,
Tokyo Majin Gakuen: Kenfuuchou,2008,Adventure,0.03,,,,
Challenge Me: Word Puzzles,2011,Puzzle,0.03,,,E10+,
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002,Action,0.03,,,,
NHRA Drag Racing: Countdown to the Championship,2007,Racing,0.03,,,,
Zatch Bell! Electric Arena,2003,Fighting,0.03,,,,
TOCA Race Driver 3,2006,Racing,0.03,84,8,E10+,
A Game of Thrones: Genesis,2011,Strategy,0.03,53,4,,
Gothic Universe,2007,Role-Playing,0.03,,7.9,M,
Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006,Misc,0.03,,,,
Diabolik Lovers: Dark Fate,2015,Action,0.03,,,,
Sky Dancers,2005,Action,0.03,,,,
Need for Speed (2015),2016,Racing,0.03,,,,
Silent Scope,2002,Shooter,0.03,70,8,T,
Deer Drive: Legends,2012,Action,0.03,,,T,
World Series of Poker: Tournament of Champions 2007 Edition,2006,Misc,0.03,,,,
Yggdra Union: We'll Never Fight Alone,2006,Role-Playing,0.03,,,,
The Cursed Crusade,2011,Action,0.03,55,6,M,
Hotel Giant 2,2008,Strategy,0.03,58,2.5,E,
Gakusen Toshi Asterisk Festa: Houka Kenran,2016,Fighting,0.03,,,,
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012,Misc,0.03,,,,
Caesar III,1998,Strategy,0.03,,8.7,E,
DarkStar One,2006,Simulation,0.03,71,7.2,T,
Wangan Midnight,2007,Racing,0.03,,,,
ESPN NBA 2Night 2002,2002,Sports,0.03,59,,E,
Cabela's Dangerous Hunts 2,2005,Sports,0.03,,,T,
Kekkaishi: Kokubourou no Kage,2007,Action,0.03,,,,
"Crouching Tiger, Hidden Dragon",2003,Action,0.03,60,,T,
Suzumiya Haruhi no Tsuisou,2011,Adventure,0.03,,,,
Mame Goma: Shiro to Kuro no Meikyuu,2012,Action,0.03,,,,
Trap Gunner: Countdown to Oblivion,1998,Strategy,0.03,,,,
Hitman: Blood Money,2006,Action,0.03,82,8.8,M,
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,2006,Adventure,0.03,,,,
Harukanaru Toki no Naka de Yumenoukihashi Special,2009,Adventure,0.03,,,,
Duke Nukem 3D: 20th Anniversary World Tour,2016,Shooter,0.03,77,6.9,M,
Section 8,2009,Shooter,0.03,72,7,T,
Tsuyo Kiss: Mighty Heart,2006,Adventure,0.03,,,,
Sabre Wulf,N/A,Platform,0.03,75,8,E,
Alpha Protocol,2010,Role-Playing,0.03,72,7.5,M,
Planescape: Torment,1998,Role-Playing,0.03,91,9.2,T,
Gacharoku,2002,Misc,0.03,,,,
Cake Mania: Baker's Challenge,2008,Puzzle,0.03,,,E,
SX Superstar,2003,Racing,0.03,,,,
Zoo Vet: Endangered Animals,2008,Simulation,0.03,,,E10+,
Paddington: Adventures in London,2015,Puzzle,0.03,,,,
Driven,2001,Racing,0.03,68,,E,
Star Wars Jedi Knight: Jedi Academy,2003,Shooter,0.03,81,8.6,T,
Red Faction II,2003,Shooter,0.03,79,7.3,M,
Langrisser: Re:Incarnation Tensei,2015,Role-Playing,0.03,,,,
Atelier Firis: The Alchemist of the Mysterious Journey,2016,Role-Playing,0.03,,,,
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,2011,Role-Playing,0.03,,,,
SD Gundam G Generation: Gather Beat 2,2001,Strategy,0.03,,,,
Battle Engine Aquila,2003,Shooter,0.03,73,9,T,
Hello Kitty: Roller Rescue,2005,Action,0.03,,,,
Special Forces: Nemesis Strike,2005,Shooter,0.03,60,6.5,M,
Women's Volleyball Championship,2007,Sports,0.03,32,4,E,
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007,Sports,0.03,,,,
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007,Misc,0.03,,,,
Crimson Tears,2004,Role-Playing,0.03,62,7.8,T,
Battle Assault 3 featuring Gundam Seed,2004,Action,0.03,48,8.7,T,
WRC: FIA World Rally Championship,2005,Racing,0.03,67,7.8,E,
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,2008,Simulation,0.03,,,,
Batman Forever: The Arcade Game,1996,Action,0.03,,,,
Romance of the Three Kingdoms (3DS),2013,Strategy,0.03,,,,
Living Legends: Frozen Beauty,2014,Action,0.03,,,,
Cabela's Outdoor Adventures,2005,Sports,0.03,,8.8,T,
Penguins of Madagascar,2014,Action,0.03,,5.2,E,
Rapala Tournament Fishing!,2006,Sports,0.03,41,8,E,
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,2011,Strategy,0.03,,,,
Backyard NFL Football 2006,2005,Sports,0.03,,,,
Superstars V8 Racing,2009,Racing,0.03,66,4.9,E,
,1993,,0.03,,,,
Detective Conan: Phantom Rhapsody,2014,Action,0.03,,,,
Mashiro Iro Symphony: *mutsu-no-hana,2011,Adventure,0.03,,,,
Monster Guardians,2001,Role-Playing,0.03,,,,
Sunday vs Magazine Shuuketsu! Choujou Daikessen,2009,Fighting,0.03,,,,
An American Tail: Fievel's Gold Rush,2002,Platform,0.03,,,,
Magna Carta Portable,2006,Role-Playing,0.03,,,,
Diabolik Lovers: More Blood,2013,Adventure,0.03,,,,
Swords,N/A,Fighting,0.03,,,T,
The Italian Job,2003,Racing,0.03,56,,T,
Super Dodgeball Brawlers (jp sales),2008,Sports,0.03,,,,
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,2007,Role-Playing,0.03,,,,
Crazy Chicken: Star Karts,2008,Racing,0.03,,,E,
JoJo's Bizarre Adventure: Eyes of Heaven,2015,Fighting,0.03,61,7.4,T,
M&Ms Shell Shocked,2001,Action,0.03,,,,
K-On! After School Live!! HD Ver.,2012,Action,0.03,,,,
Metal Gear Solid: The Essential Collection (JP sales),2007,Adventure,0.03,,,,
Ukiyo no Shishi,2015,Action,0.03,,,,
3D Baseball,1996,Sports,0.03,,,,
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007,Misc,0.03,,,,
First Queen: Ornic Senki,1994,Role-Playing,0.03,,,,
Dream C Club Zero,2011,Simulation,0.03,,,,
Shining Stars,2008,Action,0.03,,,,
Medabots 9: Metabee / Rokusho,2015,Role-Playing,0.03,,,,
The Void,2008,Adventure,0.03,77,8.3,,
Tail Concerto,1998,Adventure,0.03,,,,
Supreme Ruler: Cold War,2011,Strategy,0.03,63,6.8,RP,
Rise of Nations: Rise of Legends,2006,Strategy,0.03,84,8.5,T,
The Sum of All Fears,2003,Shooter,0.03,36,3.4,T,
James Pond: Codename Robocod,2005,Platform,0.03,,,,
Yumi's Odd Odyssey,2013,Platform,0.03,74,7.7,E,
Might & Magic X: Legacy,2014,Role-Playing,0.03,,,,
Night Head: The Labyrinth,1995,Adventure,0.03,,,,
Emma at the Farm,2008,Adventure,0.03,,,E,
Utawarerumono Portable,2009,Role-Playing,0.03,,,,
Gaia Saver Hero Saidai no Sakusen,1994,Role-Playing,0.03,,,,
EverBlue 2,2002,Adventure,0.03,59,7.5,E,
Kevin Van Dam: Big Bass Challenge,2010,Sports,0.03,,,,
Sacra Terra: Angelic Night,2011,Puzzle,0.03,,,T,
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,2009,Adventure,0.03,,,,
7 Wonders: Treasures of Seven,2011,Puzzle,0.03,,,,
YoKai Watch Dance: Just Dance Special Version,2015,Misc,0.03,,,,
Safari Adventures: Africa,2007,Adventure,0.03,,,E,
Junior Island Adventure,2011,Puzzle,0.03,,,E,
Clever Kids: Pirates,2008,Misc,0.03,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,2006,Misc,0.03,,,,
Yumeiro Patissiere: My Sweets Cooking,2010,Simulation,0.03,,,,
Prey,2006,Shooter,0.03,,,,
Clannad,2011,Adventure,0.03,,,,
Electroplankton,2005,Misc,0.03,71,7,E,
Just Dance 2017,2016,Misc,0.03,73,,E10+,
PowerSlave,1996,Shooter,0.03,,,,
SBK 2011: FIM Superbike World Championship,2011,Racing,0.03,,,,
Championship Manager Season 01/02,2001,Sports,0.03,,,,
Project Gotham Racing 2 (JP weekly sales),2003,Action,0.03,,,,
Maximum Racing: Drag & Stock Racer,2010,Racing,0.03,,,,
CT Special Forces,2002,Action,0.03,71,,T,
Let's Sing 2016,2015,Action,0.03,,,T,
Casino Chaos With Las Vegas Players Collection,2011,Misc,0.03,,,T,
Jewel Master: Cradle of Rome,2008,Puzzle,0.03,,,E,
Dragon's Dogma Online,2015,Role-Playing,0.03,,,,
Nancy Drew: Alibi In Ashes,2011,Adventure,0.03,,,E,
FIFA World Cup: Germany 2006,2006,Sports,0.03,57,6.9,E,
Crash Time: Autobahn Pusuit,2008,Racing,0.03,,,,
Earthworm Jim 2,2002,Platform,0.03,45,5.7,E,
Angler's Club: Ultimate Bass Fishing 3D,2011,Sports,0.03,,,E,
Dungeon Maker: Hunting Ground,2006,Role-Playing,0.03,70,6.4,E10+,
Zoo Tycoon,2001,Strategy,0.03,,,,
Super Hero Generation,2014,Role-Playing,0.03,,,,
Tamagotchi no Doki Doki Dream Omisecchi,2013,Simulation,0.03,,,,
MotoGP,2006,Racing,0.03,69,7.1,E,
Toushin Toshi,2014,Role-Playing,0.03,,,,
Trine 2,2012,Platform,0.03,,,,
Suujin Taisen,2007,Strategy,0.03,,,,
Street Supremacy,2005,Racing,0.03,41,,E,
Driv3r,2005,Racing,0.03,,5.4,M,
Best Friends Tonight,2010,Misc,0.03,,,E10+,
Apache: Air Assault,2010,Simulation,0.03,64,7.5,T,
Fritz Chess,2009,Strategy,0.03,,,,
River King: Mystic Valley (jp sales),2007,Sports,0.03,,,,
Winning Post World,2009,Sports,0.03,,,,
Beyond the Labyrinth,N/A,Role-Playing,0.03,,,,
Call of Juarez: Bound in Blood,2009,Shooter,0.03,78,8,M,
Atelier Sophie: The Alchemist of the Mysterious Book,2015,Role-Playing,0.03,,,,
Red Faction: Guerrilla,2009,Shooter,0.03,82,7.5,M,
.hack: Sekai no Mukou ni + Versus,2012,Action,0.03,,,,
Medarot 9: Kabuto Ver. / Kuwagata Ver.,2015,Role-Playing,0.03,,,,
Disney Sports Soccer,2002,Sports,0.03,75,,E,
Clash of Elementalists,2013,Action,0.03,,,,
Rugby 15,2015,Sports,0.03,,,E,
Cooking Mama 5: Bon Appetit!,2013,Simulation,0.03,,,,
Legend of the Dragon,2007,Fighting,0.03,38,,T,
Mame Goma: Honobo no Nikki,2007,Simulation,0.03,,,,
F1 2016 (Codemasters),2016,Racing,0.03,,,,
Disney's Hide & Sneak,2003,Action,0.03,,,,
Deus Ex: Mankind Divided,2016,Role-Playing,0.03,83,6.1,M,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,2013,Strategy,0.03,,,,
Nobunaga no Yabou: Kakushin with Power-Up Kit,2008,Strategy,0.03,,,,
Astonishia Story,2006,Role-Playing,0.03,48,4.9,E10+,
Raw Danger!,2006,Action,0.03,,,,
Monster Rancher Hop-A-Bout,2000,Action,0.03,,,,
3DS Classic Collection,2016,Misc,0.03,,,,
Prince of Persia: The Forgotten Sands,2010,Action,0.03,75,6.6,T,
Custom Beat Battle: Draglade 2,2008,Fighting,0.03,,,,
Gotouchi Kenkei DS,2006,Misc,0.03,,,,
The Sims 2: Glamour Life Stuff,2006,Simulation,0.03,,6.7,T,
Bikkuriman Daijiten,N/A,Misc,0.03,,,,
Accel World: Ginyoku no Kakusei,2012,Adventure,0.03,,,,
Elf Bowling 1 & 2,2005,Sports,0.03,,,,
Turbo: Super Stunt Squad,2013,Sports,0.03,,,E,
Game of Thrones (Telltale),2015,Adventure,0.03,,,,
GunGriffon: Allied Strike,2004,Simulation,0.03,55,,T,
Batman: A Telltale Game Series,2016,Adventure,0.03,,,,
Mystery Case Files: Ravenhearst,2007,Puzzle,0.03,,,E10+,
Stacked with Daniel Negreanu,2006,Misc,0.03,63,,T,
Vitamin X Evolution,2008,Adventure,0.03,,,,
Saru! Get You! SaruSaru Daisakusen,2007,Platform,0.03,,,,
Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009,Adventure,0.03,,,T,
Barbie and Her Sisters Puppy Rescue,2015,Action,0.03,,,E,
Arthur and the Invisibles,2007,Adventure,0.03,,,,
The Flintstones: Big Trouble in Bedrock,2001,Platform,0.03,,,,
RACE On,2009,Racing,0.03,73,8.2,E,
PopCap Arcade Vol 2,2009,Misc,0.03,67,,E10+,
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,2010,Misc,0.03,,,,
Summon Night 6: Lost Borders,2016,Action,0.03,,,,
Majesty 2: The Fantasy Kingdom Sim,N/A,Simulation,0.03,,,,
Silverlicious,2012,Action,0.03,,,E,
Smart Girl's Winter Wonderland,2008,Misc,0.03,,,E,
BeatMania IIDX 14 Gold,2008,Simulation,0.03,,,,
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996,Misc,0.03,,,,
Toriko: Ultimate Survival,2013,Action,0.03,,,,
Song of the Deep,2016,Action,0.03,73,6.3,E,
Vegas Casino,2007,Misc,0.03,,,T,
The Binding of Isaac,2012,Action,0.03,84,8.3,,
Madou Monogatari,1998,Role-Playing,0.03,,,,
Maximum Racing: GP Classic Racing,2010,Racing,0.03,,,E,
Togainu no Chi: True Blood,2008,Adventure,0.03,,,,
Castlevania: Lords of Shadow - Reverie,2011,Action,0.03,,,,
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,2012,Adventure,0.03,,,,
Tork: Prehistoric Punk,2005,Platform,0.03,62,6.2,E,
Chicken Shoot 2,2005,Adventure,0.03,,,E10+,
Tokyo Xanadu eX+,2016,Role-Playing,0.03,,,,
Airship Q,2015,Platform,0.03,,,,
A Good Librarian Like a Good Shepherd: Library Party,2015,Action,0.03,,,,
Overlord II,2009,Action,0.03,79,8.1,T,
Flipper Critters,2007,Simulation,0.03,60,,E,
River City Super Sports Challenge,2010,Sports,0.03,,,T,
Sea Park Tycoon,2010,Simulation,0.03,,,E,
Underground Pool,2007,Sports,0.03,40,,E,
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008,Misc,0.03,,,,
Accel World: Ginyoku no Kakusei,2012,Adventure,0.03,,,,
Travel Coach: Europe 1,2008,Misc,0.03,,,,
Jikandia: The Timeless Land,2010,Role-Playing,0.03,60,7.2,T,
Classic Dungeon: Fuyoku no Masoujin,2010,Role-Playing,0.03,,,,
Rampo,1995,Adventure,0.03,,,,
Toy Shop,2008,Simulation,0.03,31,5.4,E,
DiRT Rally,2016,Racing,0.03,86,8.7,E,
Trials Fusion,2014,Racing,0.03,80,6.8,E10+,
SuperCar Challenge,2009,Racing,0.03,65,7.8,,
My Pet Shop (JP sales),2008,Simulation,0.03,,,,
Prison Architect,2016,Action,0.03,80,8,M,
Hallowed Legends: Samhain,2011,Adventure,0.03,,,,
Exstetra,2013,Role-Playing,0.03,,,,
Dodge Racing: Charger vs Challenger,2009,Racing,0.03,,,E,
Hakuoki Zuisouroku Omokage Hana,2015,Action,0.03,,,,
Beastly,2011,Misc,0.03,,,E10+,
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,2010,Simulation,0.03,,,,
Rome: Total War - Gold Edition,2006,Strategy,0.03,,8.6,T,
Breath of Fire III,2005,Role-Playing,0.03,,9.7,T,
Biker Mice From Mars,2007,Racing,0.03,,,E10+,
Atelier Shallie Plus: Alchemists of the Dusk Sea,2016,Role-Playing,0.03,,,T,
Hiiro no Kakera 2: Hisui no Shizuku,2007,Adventure,0.03,,,,
Summer Athletics 2009,2009,Sports,0.03,,,,
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,2015,Action,0.03,,,,
JoJo's Bizarre Adventure: Eyes of Heaven,2015,Fighting,0.03,,,,
Pro Yakyuu Spirits 5 Kanzenban,2008,Sports,0.03,,,,
Rugby World Cup 2015,2015,Sports,0.03,,8,E,
Sorcery Saga: The Curse of the Great Curry God,2013,Role-Playing,0.03,65,7.3,T,
Cabela's Big Game Hunter: Pro Hunts,2014,Shooter,0.03,,5.9,T,
Hajime no Ippo: The Fighting! (2014),2014,Sports,0.03,,,,
Game of Thrones (Telltale),2015,Adventure,0.03,,,,
Dance Factory,2006,Action,0.03,56,5.8,E,
Totally Spies!,2005,Platform,0.03,,,,
Jig-A-Pix: Wild World,2009,Puzzle,0.03,,,E,
DragonHeart: Fire & Steel,1996,Action,0.03,,,,
Chaos,X360,2010,0,0.03,,,
Nishijin Pachinko Monogatari 2,1996,Misc,0.03,,,,
The Walking Dead: Season One,2012,Adventure,0.03,,,,
Hyperdimension Neptunia Re,PSV,2014,0.01,0.03,,,
RoadKill,2003,Action,0.03,64,,M,
The Legend of Heroes III: Song of the Ocean,2006,Role-Playing,0.03,58,6.1,E10+,
Combat Mission: Shock Force,2007,Strategy,0.03,62,3.3,T,
Top Gun: Hard Lock,2012,Action,0.03,,7.8,T,
Alia's Carnival! Sacrament,2015,Adventure,0.03,,,,
F1 2002,2002,Racing,0.03,72,7.8,E,
Mushihimesama Futari Ver 1.5,2009,Shooter,0.03,,,,
Pocket Fighter,1998,Fighting,0.03,,,,
Toaru Majutsu no Kagaku no Ensemble,2013,Adventure,0.03,,,,
Ojyousama Express,1998,Strategy,0.03,,,,
Starsky & Hutch,2003,Racing,0.03,,,,
Sitting Ducks,2003,Platform,0.03,35,,E,
Brothers Conflict: Brilliant Blue,2013,Adventure,0.03,,,,
Garfield: A Tale of Two Kitties,2006,Platform,0.03,59,,E,
Men of War,2009,Strategy,0.03,80,8.1,M,
Eyeshield 21: Field Saikyou no Senshi Tachi,2007,Role-Playing,0.03,,,,
Fullmetal Alchemist: Brotherhood,N/A,Action,0.03,,,,
Bad Apple Wars,2015,Action,0.03,,,,
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008,Adventure,0.03,,,,
House M.D.,2010,Adventure,0.03,,,T,
thinkSMART FAMILY!,2010,Misc,0.03,,,E,
Ultimate Block Party,2004,Puzzle,0.03,76,,E,
Last Escort: Club Katze,2010,Adventure,0.03,,,,
Renai Revenge,2015,Adventure,0.03,,,,
Stacked with Daniel Negreanu,2006,Misc,0.03,61,,T,
Mahjong 300,2011,Puzzle,0.03,,,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,2010,Adventure,0.03,,,,
Konami Classics Series: Arcade Hits,2007,Misc,0.03,76,,E10+,
WRC 5: FIA World Rally Championship,2015,Sports,0.03,,,,
Infinite Stratos 2: Ignition Hearts,2014,Adventure,0.03,,,,
Otometeki Koi Kakumei * Love Revo,2006,Adventure,0.03,,,,
Guitar Hero: World Tour,2009,Misc,0.03,,7.8,T,
Super Meat Boy: Ultra Edition!,2011,Platform,0.03,,,,
Dr. Muto,2002,Platform,0.03,63,,T,
Super Heroine Chronicle,2014,Role-Playing,0.03,,,,
Otomedius Gorgeous,2008,Shooter,0.03,,,,
Egg Mania: Eggstreme Madness,2002,Puzzle,0.03,64,,E,
Alter Ego,1985,Simulation,0.03,59,5.8,T,
Kiniro no Corda 3,2010,Adventure,0.03,,,,
Zero Escape: Virtue's Last Reward,2012,Adventure,0.03,88,8.8,M,
Darkstalkers Resurrection,2013,Fighting,0.03,80,7.3,T,
Transformers: Devastation,2015,Action,0.03,74,7.6,T,
MotoGP 15,2015,Racing,0.03,65,,,
Highschool Terra Story,1998,Adventure,0.03,,,,
Summer Athletics: The Ultimate Challenge,2008,Sports,0.03,48,,E,
The Golf Club,2014,Sports,0.03,64,5.4,E,
Emergency! Disaster Rescue Squad,2009,Simulation,0.03,,,,
Neverwinter Nights,2002,Role-Playing,0.03,91,8.2,T,
Suggoi! Arcana Heart 2,2009,Fighting,0.03,,,,
Crazy Machines,2008,Puzzle,0.03,,,,
Ebikore Photo Kano Kiss ,2015,Action,0.03,,,,
East India Company Collection,2010,Misc,0.03,,,T,
Mother Goose no Himitsu no Yakata,2011,Adventure,0.03,,,,
Fast & Furious: Showdown,2013,Action,0.03,,,,
Winning Post 7 2009,2009,Sports,0.03,,,,
Puzzle & Action: Tant-R,1994,Misc,0.03,,,,
Code Lyoko: Quest for Infinity,2008,Action,0.03,,,E10+,
The Voice,2014,Action,0.03,,,,
Digimon World 4,2005,Role-Playing,0.03,54,8.8,E,
Guilty Gear XX Accent Core Plus,2009,Fighting,0.03,76,7.3,T,
Kekkaishi: Kokubourou Shuurai,2008,Action,0.03,,,,
Galleon: Islands of Mystery,2004,Action,0.03,67,7,T,
Montessori Music,2008,Misc,0.03,,,E,
World Sports Competition,2009,Sports,0.03,,,,
Shugo Chara! Amunonijiro Chara Change,2008,Action,0.03,,,,
Renai 0 Kilometer,2013,Adventure,0.03,,,,
Sunny Garcia Surfing,2001,Sports,0.03,61,7.9,E,
Far East of Eden Shinden,1995,Fighting,0.03,,,,
Tantei Jinguuji Saburo DS: Kienai Kokoro,2008,Adventure,0.03,,,,
Lock On: Modern Air Combat,2003,Simulation,0.03,76,7.5,E,
MotorHead,1998,Racing,0.03,,,,
Max & the Magic Marker,2011,Platform,0.03,,,,
Ao no Kanata no Four Rhythm,2016,Adventure,0.03,,,,
StormLover,2010,Adventure,0.03,,,,
Gloria Union,2011,Role-Playing,0.03,,,,
Gensou Suikoden I & II,2006,Role-Playing,0.03,,,,
Worms: WMD,2016,Action,0.03,78,7.6,E10+,
Shaun White Skateboarding,2010,Sports,0.03,,7.3,T,
Eyeshield 21: DevilBats DevilDays,2006,Role-Playing,0.03,,,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014,Misc,0.03,,,,
Jyuzaengi: Engetsu Sangokuden,2012,Action,0.03,,,,
Ratatouille,2007,Action,0.03,,7.9,E,
Shin Sangoku Musou Online: Kamishou Ranbu,2010,Action,0.03,,,,
Rabbids Land,2012,Misc,0.03,52,5.2,E10+,
Dancing Blade II: Tears of Eden,1999,Adventure,0.03,,,,
Kokoro no Kokoron,2011,Misc,0.03,,,,
Hiiro no Kakera 3: Aoikuro no Kusabi,2008,Adventure,0.03,,,,
BeatMania IIDX 13: DistorteD,2007,Simulation,0.03,,,,
Guild Wars,2005,Role-Playing,0.03,89,8.4,T,
Go! Go! Hypergrind,2003,Sports,0.03,,,,
Great Edo Blacksmith,2014,Adventure,0.03,,,,
Keshisasu-Kun: Battle Kas-tival,2010,Action,0.03,,,,
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,2011,Misc,0.03,,,,
Peak Performance,1997,Racing,0.03,,,,
Take On Helicopters,2011,Simulation,0.03,70,6.7,T,
Young Justice: Legacy,2013,Action,0.03,,7.1,E10+,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012,Adventure,0.03,,,,
DokiDoki Majo Shinpan! 2,2008,Adventure,0.03,,,,
S.L.A.I.: Steel Lancer Arena International,2005,Simulation,0.03,66,7.8,T,
Freaky Flyers,2003,Racing,0.03,64,,T,
Nacho Libre,2006,Action,0.03,56,5.8,E10+,
Power Rangers Super Megaforce ,2014,Action,0.03,43,,E10+,
Homeworld 2,2003,Strategy,0.03,83,8.3,T,
Zoboomafoo: Leapin' Lemurs!,2001,Action,0.03,,,,
Rayman 3: Hoodlum Havoc,2003,Platform,0.03,74,8.3,E,
Dennou Senki Virtual-On Force,2010,Fighting,0.03,,,,
Rugby 15,2015,Sports,0.03,,,E,
Nettou! Powerful Koushien,2010,Sports,0.03,,,,
Graffiti Kingdom,2004,Role-Playing,0.03,71,7.1,E,
King Arthur II,2011,Strategy,0.03,,,,
Armored Core SL: Silent Line Portable,2009,Simulation,0.03,,,,
Looney Tunes: Galactic Sports,2015,Action,0.03,,,,
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,2008,Adventure,0.03,,,,
Combat Elite: WWII Paratroopers,N/A,Shooter,0.03,56,,T,
Lethal Enforcers I & II,1996,Shooter,0.03,,,,
Bubble Bobble Evolution,2006,Puzzle,0.03,47,,E,
Klonoa 2: Dream Champ Tournament,2002,Platform,0.03,78,9.3,E,
Who Wants to be a Millionaire: 1st Edition,2007,Misc,0.03,,,,
N+,2007,Platform,0.03,79,7.8,E,
Minna no Golf Jou Vol.1,2007,Sports,0.03,,,,
Ducati World Racing Challenge,2001,Racing,0.03,68,,E,
